Airline,Airline_ID,Source_IATA,Source_ID,Dest_IATA,Dest_ID,Equipment,Aircraft
AA,24,ABE,4355,CLT,3876,CR9 CR7 CRJ,Other
AA,24,ABE,4355,PHL,3752,DH3,Other
AA,24,ABI,3718,DFW,3670,ERD ER4 CRJ,Other
AA,24,ABQ,4019,DFW,3670,M83 M80,Other
AA,24,ABQ,4019,LAX,3484,CR7 CRJ,Other
AA,24,ABQ,4019,ORD,3830,E75,Other
AA,24,ABQ,4019,PHX,3462,CRJ CR9,Other
AA,24,ABZ,532,LHR,507,321 320 319,A321
AA,24,ACC,248,LHR,507,744,747
AA,24,ACT,3700,DFW,3670,ER4 ERD,Other
AA,24,ADL,3341,BNE,3320,737,737
AA,24,ADL,3341,SYD,3361,737,737
AA,24,AEX,3852,DFW,3670,ER4 CRJ ERD,Other
AA,24,AGP,1230,LHR,507,320,A320
AA,24,AGS,3658,CLT,3876,DH8 CRJ,Other
AA,24,AGS,3658,DCA,3520,CRJ,Other
AA,24,AGU,1785,DFW,3670,ER4,Other
AA,24,AKL,2006,BNE,3320,737,737
AA,24,AKL,2006,PPT,4075,340,A340
AA,24,AKL,2006,SYD,3361,737,737
AA,24,ALB,3864,CLT,3876,319,A319
AA,24,ALB,3864,DCA,3520,E75 CRJ E70,Other
AA,24,ALB,3864,PHL,3752,DH3,Other
AA,24,ALO,5718,ORD,3830,ERD,Other
AA,24,AMA,3840,DFW,3670,ER4 CRJ ERD,Other
AA,24,AMM,2170,JFK,3797,340 330,A340
AA,24,AMM,2170,ORD,3830,340,A340
AA,24,AMM,2170,YUL,146,330,A330
AA,24,AMS,580,LHR,507,320 767 321 319,767
AA,24,AMS,580,PHL,3752,757,757
AA,24,ANC,3774,LAX,3484,737,737
AA,24,ANC,3774,PHX,3462,319 320,A319
AA,24,ANU,2874,CLT,3876,319,A319
AA,24,ANU,2874,JFK,3797,738,737
AA,24,ANU,2874,MIA,3576,738,737
AA,24,AQP,2802,LIM,2789,319,A319
AA,24,ARN,737,LHR,507,320 321 319,A320
AA,24,ART,3838,ORD,3830,ERD,Other
AA,24,ART,3838,PHL,3752,CRJ,Other
AA,24,ASP,3319,SYD,3361,737,737
AA,24,ASU,2699,MIA,3576,757,757
AA,24,ATH,3941,LHR,507,320 767,767
AA,24,ATH,3941,PHL,3752,332,A330
AA,24,ATL,3682,CLT,3876,319 320 CR9 321,A319
AA,24,ATL,3682,DFW,3670,M80 319 M83,Other
AA,24,ATL,3682,LHR,507,777,777
AA,24,ATL,3682,MIA,3576,738,737
AA,24,ATL,3682,ORD,3830,CR7 E75,Other
AA,24,ATL,3682,PHL,3752,E75 E90 319 CRJ E70,Other
AA,24,ATL,3682,PHX,3462,320 321,A320
AA,24,AUA,2895,CLT,3876,757 319 320,757
AA,24,AUA,2895,MIA,3576,738,737
AA,24,AUA,2895,PHL,3752,320,A320
AA,24,AUH,2179,CMB,3024,320,A320
AA,24,AUH,2179,DUS,345,330,A330
AA,24,AUH,2179,IAD,3714,340,A340
AA,24,AUH,2179,ISB,2223,320 332,A320
AA,24,AUH,2179,JFK,3797,777,777
AA,24,AUH,2179,LHE,2207,332 320 77W,A330
AA,24,AUH,2179,LHR,507,777,777
AA,24,AUH,2179,MCT,2194,777,777
AA,24,AUH,2179,ORD,3830,777,777
AA,24,AUS,3673,CLT,3876,CR9,Other
AA,24,AUS,3673,DFW,3670,M80 738 M83,Other
AA,24,AUS,3673,JFK,3797,738,737
AA,24,AUS,3673,LAX,3484,738 M83,737
AA,24,AUS,3673,LHR,507,787,787
AA,24,AUS,3673,MSY,3861,,Other
AA,24,AUS,3673,ORD,3830,M83 M80,Other
AA,24,AUS,3673,PHL,3752,319 E90,A319
AA,24,AUS,3673,PHX,3462,319,A319
AA,24,AVL,4007,CLT,3876,DH8 DH3,Other
AA,24,AVP,4286,CLT,3876,CRJ,Other
AA,24,AVP,4286,PHL,3752,DH3,Other
AA,24,AZO,4039,ORD,3830,ER4 ERD,Other
AA,24,BAH,2057,DOH,11051,777,777
AA,24,BAH,2057,LHR,507,777,777
AA,24,BCN,1218,JFK,3797,763,767
AA,24,BCN,1218,LHR,507,320 319 321 767,A320
AA,24,BCN,1218,MIA,3576,763,767
AA,24,BCN,1218,PHL,3752,332,A330
AA,24,BDA,4069,JFK,3797,738,737
AA,24,BDA,4069,MIA,3576,738,737
AA,24,BDA,4069,PHL,3752,319,A319
AA,24,BDL,3825,CLT,3876,320 321 319,A320
AA,24,BDL,3825,DCA,3520,E75 CRJ E70,Other
AA,24,BDL,3825,DFW,3670,738,737
AA,24,BDL,3825,LAX,3484,738,737
AA,24,BDL,3825,MIA,3576,738,737
AA,24,BDL,3825,ORD,3830,E75 ER4,Other
AA,24,BDL,3825,PHL,3752,319 DH3 E90,A319
AA,24,BDL,3825,PIT,3570,ER4,Other
AA,24,BFL,3558,PHX,3462,CRJ CR9,Other
AA,24,BGI,2875,MIA,3576,757,757
AA,24,BGM,4129,PHL,3752,DH3,Other
AA,24,BGO,636,LHR,507,319,A319
AA,24,BGR,3463,DCA,3520,CRJ E70,Other
AA,24,BGR,3463,PHL,3752,E75 CRJ,Other
AA,24,BHD,467,LHR,507,319,A319
AA,24,BHM,3811,CLT,3876,CRJ CR7,Other
AA,24,BHM,3811,DCA,3520,CRJ,Other
AA,24,BHM,3811,DFW,3670,M80 M83,Other
AA,24,BHM,3811,MIA,3576,ER4,Other
AA,24,BHM,3811,PHL,3752,CRJ,Other
AA,24,BJL,1050,DKR,1084,L4T,Other
AA,24,BJX,1815,DFW,3670,319,A319
AA,24,BKK,3885,KUL,3304,737,737
AA,24,BKK,3885,NRT,2279,763,767
AA,24,BLQ,1538,LHR,507,319 320,A319
AA,24,BLR,3131,LHR,507,777,777
AA,24,BMI,4037,DFW,3670,ER4,Other
AA,24,BMI,4037,ORD,3830,ER4 ERD,Other
AA,24,BNA,3690,CLT,3876,319 CR7,A319
AA,24,BNA,3690,DCA,3520,CRJ,Other
AA,24,BNA,3690,DFW,3670,M80 738 M83,Other
AA,24,BNA,3690,JFK,3797,ER4,Other
AA,24,BNA,3690,LAX,3484,738,737
AA,24,BNA,3690,LGA,3697,CR7,Other
AA,24,BNA,3690,MIA,3576,738,737
AA,24,BNA,3690,ORD,3830,ERD ER4 CR7 E75,Other
AA,24,BNA,3690,PHL,3752,CRJ,Other
AA,24,BNE,3320,ADL,3341,737,737
AA,24,BNE,3320,AKL,2006,737,737
AA,24,BNE,3320,CBR,3355,737,737
AA,24,BNE,3320,CNS,3322,737,737
AA,24,BNE,3320,DRW,3999,763,767
AA,24,BNE,3320,LAX,3484,744,747
AA,24,BNE,3320,MEL,3339,737,737
AA,24,BNE,3320,PER,3351,330,A330
AA,24,BNE,3320,SYD,3361,744 737,747
AA,24,BNE,3320,TSV,3330,737,737
AA,24,BOG,2709,DFW,3670,319,A319
AA,24,BOG,2709,MIA,3576,757 763,757
AA,24,BOI,3495,PHX,3462,319,A319
AA,24,BOM,2997,LHR,507,777,777
AA,24,BOS,3448,BUF,3820,CRJ,Other
AA,24,BOS,3448,CLT,3876,319 321 320 E90,A319
AA,24,BOS,3448,CUN,1852,319,A319
AA,24,BOS,3448,DCA,3520,319 E90,A319
AA,24,BOS,3448,DFW,3670,738 757,737
AA,24,BOS,3448,JFK,3797,738,737
AA,24,BOS,3448,LAX,3484,738 757,737
AA,24,BOS,3448,LGA,3697,E90 319,Other
AA,24,BOS,3448,LHR,507,777 744,777
AA,24,BOS,3448,MAD,1229,330,A330
AA,24,BOS,3448,MDT,3542,DH3,Other
AA,24,BOS,3448,MIA,3576,757 738,757
AA,24,BOS,3448,NRT,2279,787,787
AA,24,BOS,3448,ORD,3830,738,737
AA,24,BOS,3448,PDX,3720,737,737
AA,24,BOS,3448,PHL,3752,E90 319 321 320,Other
AA,24,BOS,3448,PHX,3462,320 319 321,A320
AA,24,BOS,3448,PIT,3570,E70 CRJ,Other
AA,24,BOS,3448,RIC,3608,CRJ,Other
AA,24,BOS,3448,ROC,3622,CRJ,Other
AA,24,BOS,3448,SAN,3731,737,737
AA,24,BOS,3448,SEA,3577,737,737
AA,24,BOS,3448,SYR,3745,DH3,Other
AA,24,BPT,3612,DFW,3670,CRJ ERD ER4,Other
AA,24,BRO,3738,DFW,3670,CRJ ER4,Other
AA,24,BRU,302,LHR,507,319 320 321,A319
AA,24,BRU,302,PHL,3752,767,767
AA,24,BSB,2531,MIA,3576,757 763,757
AA,24,BSL,1423,LHR,507,319 320,A319
AA,24,BTR,3846,CLT,3876,CRJ,Other
AA,24,BTR,3846,DFW,3670,CRJ ERD ER4,Other
AA,24,BTV,3711,DCA,3520,CRJ,Other
AA,24,BTV,3711,PHL,3752,E90,Other
AA,24,BUD,1489,LHR,507,320,A320
AA,24,BUF,3820,BOS,3448,CRJ,Other
AA,24,BUF,3820,CLT,3876,320 319 737,A320
AA,24,BUF,3820,DCA,3520,E70 CRJ E75,Other
AA,24,BUF,3820,ORD,3830,CR7 ER4 E75,Other
AA,24,BUF,3820,PHL,3752,DH3,Other
AA,24,BUR,3644,PDX,3720,CR7,Other
AA,24,BUR,3644,PHX,3462,CR9 CRJ,Other
AA,24,BUR,3644,SEA,3577,737,737
AA,24,BWI,3849,CLT,3876,E90 321 757 319 737 320,Other
AA,24,BWI,3849,DFW,3670,M83 M80,Other
AA,24,BWI,3849,JFK,3797,ER4,Other
AA,24,BWI,3849,LHR,507,767,767
AA,24,BWI,3849,MIA,3576,738,737
AA,24,BWI,3849,ORD,3830,E75 ER4 CR7,Other
AA,24,BWI,3849,PHL,3752,319 DH3 E90,A319
AA,24,BWI,3849,PHX,3462,319 320,A319
AA,24,BZE,1957,CLT,3876,319,A319
AA,24,BZE,1957,DFW,3670,738,737
AA,24,BZE,1957,MIA,3576,738,737
AA,24,CAE,3561,CLT,3876,DH8,Other
AA,24,CAE,3561,DCA,3520,CRJ,Other
AA,24,CAE,3561,DFW,3670,ER4,Other
AA,24,CAE,3561,PHL,3752,CRJ,Other
AA,24,CAK,4112,CLT,3876,CR7 CRJ,Other
AA,24,CAK,4112,DCA,3520,CRJ,Other
AA,24,CAK,4112,PHL,3752,CRJ,Other
AA,24,CBR,3355,BNE,3320,737,737
AA,24,CBR,3355,MEL,3339,737,737
AA,24,CBR,3355,SYD,3361,737,737
AA,24,CCS,2851,DFW,3670,738,737
AA,24,CCS,2851,JFK,3797,757 738,757
AA,24,CCS,2851,MIA,3576,757 763 738,757
AA,24,CCS,2851,SJU,2890,738,737
AA,24,CDG,1382,CLT,3876,333,A330
AA,24,CDG,1382,DFW,3670,763 777,767
AA,24,CDG,1382,JFK,3797,763 757,767
AA,24,CDG,1382,KUL,3304,380,A380
AA,24,CDG,1382,LHR,507,319 320 321,A319
AA,24,CDG,1382,MIA,3576,763,767
AA,24,CDG,1382,ORD,3830,763,767
AA,24,CDG,1382,PHL,3752,332,A330
AA,24,CHA,3578,CLT,3876,CRJ DH8,Other
AA,24,CHA,3578,DCA,3520,CRJ,Other
AA,24,CHA,3578,DFW,3670,ER4 ERD,Other
AA,24,CHA,3578,ORD,3830,ER4 ERD,Other
AA,24,CHC,2009,SYD,3361,737,737
AA,24,CHO,4015,CLT,3876,DH8 CRJ DH3,Other
AA,24,CHO,4015,LGA,3697,ERD,Other
AA,24,CHO,4015,ORD,3830,CRJ,Other
AA,24,CHO,4015,PHL,3752,DH3,Other
AA,24,CHS,3806,CLT,3876,319 CR7 DH8,A319
AA,24,CHS,3806,DCA,3520,E70 CRJ E75,Other
AA,24,CHS,3806,DFW,3670,ER4 ERD,Other
AA,24,CHS,3806,MIA,3576,ER4,Other
AA,24,CHS,3806,PHL,3752,CRJ,Other
AA,24,CID,4043,DFW,3670,ER4 CRJ,Other
AA,24,CID,4043,ORD,3830,ER4,Other
AA,24,CLE,3486,CLT,3876,319,A319
AA,24,CLE,3486,DFW,3670,319,A319
AA,24,CLE,3486,JFK,3797,ER4,Other
AA,24,CLE,3486,MIA,3576,ER4,Other
AA,24,CLE,3486,ORD,3830,CR7 ER4 ERD,Other
AA,24,CLE,3486,PHL,3752,E75 CRJ E70 CR9,Other
AA,24,CLL,3715,DFW,3670,ER4 ERD CRJ,Other
AA,24,CLO,2715,MIA,3576,738,737
AA,24,CLT,3876,ABE,4355,CR7 CRJ CR9,Other
AA,24,CLT,3876,AGS,3658,DH8,Other
AA,24,CLT,3876,ALB,3864,319,A319
AA,24,CLT,3876,ANU,2874,319,A319
AA,24,CLT,3876,ATL,3682,320 CR9 321 319,767
AA,24,CLT,3876,AUA,2895,757 319 320,757
AA,24,CLT,3876,AUS,3673,CR9,Other
AA,24,CLT,3876,AVL,4007,DH8 DH3,Other
AA,24,CLT,3876,AVP,4286,CRJ CR9,Other
AA,24,CLT,3876,BDL,3825,319 321 320,A319
AA,24,CLT,3876,BHM,3811,CRJ,Other
AA,24,CLT,3876,BNA,3690,319 CR7,A319
AA,24,CLT,3876,BOS,3448,321 319 320,A321
AA,24,CLT,3876,BTR,3846,CRJ,Other
AA,24,CLT,3876,BUF,3820,319 320 737,A319
AA,24,CLT,3876,BWI,3849,319 737 321 757 320 E90,A319
AA,24,CLT,3876,BZE,1957,319,A319
AA,24,CLT,3876,CAE,3561,DH8,Other
AA,24,CLT,3876,CAK,4112,CRJ CR7,Other
AA,24,CLT,3876,CDG,1382,333,A330
AA,24,CLT,3876,CHA,3578,DH8 CRJ,Other
AA,24,CLT,3876,CHO,4015,DH3 DH8,Other
AA,24,CLT,3876,CHS,3806,DH8 319 CR7,Other
AA,24,CLT,3876,CLE,3486,319,A319
AA,24,CLT,3876,CMH,3759,CR9 E75 CR7 CRJ E70,Other
AA,24,CLT,3876,CRW,4285,DH3 DH8,Other
AA,24,CLT,3876,CUN,1852,321 320 737,A321
AA,24,CLT,3876,CVG,3488,CRJ CR9,Other
AA,24,CLT,3876,CZM,1800,319,A319
AA,24,CLT,3876,DAB,3950,CR7,Other
AA,24,CLT,3876,DAY,3627,CRJ,Other
AA,24,CLT,3876,DCA,3520,319 320 CRJ E90,A319
AA,24,CLT,3876,DEN,3751,321 320,A321
AA,24,CLT,3876,DFW,3670,M80 321 319 M83 320 737 757,Other
AA,24,CLT,3876,DSM,3729,CR9,Other
AA,24,CLT,3876,DTW,3645,319 321 320,A319
AA,24,CLT,3876,DUB,599,757,757
AA,24,CLT,3876,EWN,3730,DH8 CRJ DH3,Other
AA,24,CLT,3876,EWR,3494,321 320 737 319,A321
AA,24,CLT,3876,FAY,5738,DH8,Other
AA,24,CLT,3876,FCO,1555,333,A330
AA,24,CLT,3876,FLL,3533,320 737 321 319,737
AA,24,CLT,3876,FLO,3879,DH3 DH8,Other
AA,24,CLT,3876,FPO,1948,CR7,Other
AA,24,CLT,3876,FRA,340,333 332,A330
AA,24,CLT,3876,GCM,1926,320 321 319,A320
AA,24,CLT,3876,GNV,3472,CRJ,Other
AA,24,CLT,3876,GPT,4038,CR7 CRJ,Other
AA,24,CLT,3876,GRU,2564,332,A330
AA,24,CLT,3876,GSO,4008,DH8 CR9,Other
AA,24,CLT,3876,GSP,4034,DH3 DH8,Other
AA,24,CLT,3876,HHH,8314,DH3,Other
AA,24,CLT,3876,HPN,3589,CRJ,Other
AA,24,CLT,3876,HSV,4113,CR7,Other
AA,24,CLT,3876,HTS,5742,DH8 DH3,Other
AA,24,CLT,3876,IAD,3714,CR7,Other
AA,24,CLT,3876,IAH,3550,737 319 321 320,737
AA,24,CLT,3876,ILM,3845,319,A319
AA,24,CLT,3876,IND,3585,319,A319
AA,24,CLT,3876,JAN,3580,CRJ CR7,Other
AA,24,CLT,3876,JAX,3712,319 737,A319
AA,24,CLT,3876,JFK,3797,321 319,A321
AA,24,CLT,3876,LAS,3877,321,A321
AA,24,CLT,3876,LAX,3484,321,A321
AA,24,CLT,3876,LEX,4017,CR7,Other
AA,24,CLT,3876,LGA,3697,321 320 319,A321
AA,24,CLT,3876,LHR,507,333,A330
AA,24,CLT,3876,LIR,1881,320,A320
AA,24,CLT,3876,LIT,3660,CR9 CRJ,Other
AA,24,CLT,3876,LYH,5753,DH8,Other
AA,24,CLT,3876,MBJ,1780,319 321 320,A319
AA,24,CLT,3876,MCI,3458,319,A319
AA,24,CLT,3876,MCO,3878,321 767 757 319,A321
AA,24,CLT,3876,MDT,3542,CR7 319,Other
AA,24,CLT,3876,MEM,3473,319,A319
AA,24,CLT,3876,MEX,1824,319,A319
AA,24,CLT,3876,MGM,4115,CRJ,Other
AA,24,CLT,3876,MHT,4011,CR9,Other
AA,24,CLT,3876,MIA,3576,320 321 319 737,A320
AA,24,CLT,3876,MKE,3717,CR7 CRJ CR9,Other
AA,24,CLT,3876,MLB,3671,CRJ,Other
AA,24,CLT,3876,MOB,3782,CRJ,Other
AA,24,CLT,3876,MSP,3858,319 321 320,A319
AA,24,CLT,3876,MSY,3861,319 320 E75 CR9,A319
AA,24,CLT,3876,MYR,3515,DH8,Other
AA,24,CLT,3876,NAS,1953,319 737,A319
AA,24,CLT,3876,OAJ,4386,DH8 CR7 CRJ,Other
AA,24,CLT,3876,OMA,3454,CR9,Other
AA,24,CLT,3876,ORD,3830,321 320 CR9 E90,A321
AA,24,CLT,3876,ORF,3611,319,A319
AA,24,CLT,3876,PBI,3722,320 319 737,A320
AA,24,CLT,3876,PDX,3720,320,A320
AA,24,CLT,3876,PGV,6959,DH8,Other
AA,24,CLT,3876,PHF,3633,CR7,Other
AA,24,CLT,3876,PHL,3752,767 E90 319 320 332 757 321 737,767
AA,24,CLT,3876,PHX,3462,757 321,757
AA,24,CLT,3876,PIT,3570,319 737 320 321,A319
AA,24,CLT,3876,PLS,1754,321,A321
AA,24,CLT,3876,PNS,3564,CR9,Other
AA,24,CLT,3876,PUJ,1760,319 757 321 320,A319
AA,24,CLT,3876,PVD,3641,321 320 319,A321
AA,24,CLT,3876,PWM,3862,319,A319
AA,24,CLT,3876,RDU,3626,320 737 319 321 E90,737
AA,24,CLT,3876,RIC,3608,319 CR7,A319
AA,24,CLT,3876,ROA,4016,DH8 DH3,Other
AA,24,CLT,3876,ROC,3622,319,A319
AA,24,CLT,3876,RSW,3793,320 321 319 737,A320
AA,24,CLT,3876,SAN,3731,320 321,A320
AA,24,CLT,3876,SAT,3621,319,A319
AA,24,CLT,3876,SAV,3613,CR9,Other
AA,24,CLT,3876,SBY,3642,DH8,Other
AA,24,CLT,3876,SDF,4014,CR7 CR9 CRJ,Other
AA,24,CLT,3876,SEA,3577,320 321 319,A320
AA,24,CLT,3876,SFO,3469,321,A321
AA,24,CLT,3876,SJD,1840,320,A320
AA,24,CLT,3876,SJO,1885,319,A319
AA,24,CLT,3876,SJU,2890,321,A321
AA,24,CLT,3876,SLC,3536,320,A320
AA,24,CLT,3876,SMF,3817,321,A321
AA,24,CLT,3876,SRQ,4067,CR9 E75,Other
AA,24,CLT,3876,STL,3678,319,A319
AA,24,CLT,3876,STT,2883,757 767,757
AA,24,CLT,3876,SXM,2899,757 319,757
AA,24,CLT,3876,SYR,3745,CR9 319 320,Other
AA,24,CLT,3876,TLH,3698,CRJ CR7,Other
AA,24,CLT,3876,TPA,3646,320 321 319 737,A320
AA,24,CLT,3876,TRI,4116,DH8 DH3,Other
AA,24,CLT,3876,TYS,3676,CR7,Other
AA,24,CLT,3876,UVF,2894,320 319,A320
AA,24,CLT,3876,VPS,3873,CRJ,Other
AA,24,CLT,3876,XNA,4356,CR7,Other
AA,24,CLT,3876,YOW,100,CRJ,Other
AA,24,CLT,3876,YUL,146,CRJ,Other
AA,24,CLT,3876,YYZ,193,E75 CRJ,Other
AA,24,CMB,3024,AUH,2179,320,A320
AA,24,CMH,3759,CLT,3876,CR9,Other
AA,24,CMH,3759,DCA,3520,CRJ E75 E70,Other
AA,24,CMH,3759,DFW,3670,M83 M80,Other
AA,24,CMH,3759,JFK,3797,CR7 ER4,Other
AA,24,CMH,3759,LAX,3484,738,737
AA,24,CMH,3759,LGA,3697,CR7 ERD,Other
AA,24,CMH,3759,MIA,3576,ER4,Other
AA,24,CMH,3759,ORD,3830,ER4 CR7 ERD,Other
AA,24,CMH,3759,PHL,3752,E70 CRJ E75,Other
AA,24,CMH,3759,PHX,3462,319 320,A319
AA,24,CMI,4049,DFW,3670,ER4,Other
AA,24,CMI,4049,ORD,3830,ER4 ERD,Other
AA,24,CNF,2537,MIA,3576,763,767
AA,24,CNS,3322,BNE,3320,737,737
AA,24,COS,3819,DFW,3670,M80 M83,Other
AA,24,COU,3719,DFW,3670,ER4 ERD,Other
AA,24,COU,3719,ORD,3830,ER4 ERD,Other
AA,24,CPH,609,LHR,507,321 320 319,A321
AA,24,CPT,797,LHR,507,744 777,747
AA,24,CRP,3744,DFW,3670,319,A319
AA,24,CTS,2287,NRT,2279,773,777
AA,24,CUN,1852,BOS,3448,319,A319
AA,24,CUN,1852,CLT,3876,321 320 737,A321
AA,24,CUN,1852,DFW,3670,738 757,737
AA,24,CUN,1852,JFK,3797,738,737
AA,24,CUN,1852,MIA,3576,738 757,737
AA,24,CUN,1852,ORD,3830,738,737
AA,24,CUN,1852,PHL,3752,757 332 321 319,757
AA,24,CUN,1852,PHX,3462,757 320 321,757
AA,24,CUR,2897,MIA,3576,738,737
AA,24,CUU,1797,DFW,3670,ER4 ERD,Other
AA,24,CVG,3488,CLT,3876,CRJ,Other
AA,24,CVG,3488,DCA,3520,CRJ,Other
AA,24,CVG,3488,DFW,3670,ER4 ERD,Other
AA,24,CVG,3488,JFK,3797,ER4,Other
AA,24,CVG,3488,MIA,3576,ER4,Other
AA,24,CVG,3488,ORD,3830,ER4,Other
AA,24,CVG,3488,PHL,3752,E70 CRJ E75,Other
AA,24,CWA,4045,ORD,3830,ER4 ERD,Other
AA,24,CWB,2545,POA,2599,763,767
AA,24,CZM,1800,CLT,3876,319,A319
AA,24,CZM,1800,DFW,3670,738,737
AA,24,CZM,1800,MIA,3576,738,737
AA,24,DAB,3950,CLT,3876,CR7,Other
AA,24,DAY,3627,CLT,3876,CRJ,Other
AA,24,DAY,3627,DCA,3520,CRJ,Other
AA,24,DAY,3627,DFW,3670,M83 319 M80,Other
AA,24,DAY,3627,LGA,3697,ERD,Other
AA,24,DAY,3627,ORD,3830,ER4,Other
AA,24,DAY,3627,PHL,3752,CRJ,Other
AA,24,DBQ,4388,ORD,3830,ER4 ERD,Other
AA,24,DCA,3520,AGS,3658,CRJ,Other
AA,24,DCA,3520,ALB,3864,E70 CRJ E75,Other
AA,24,DCA,3520,BDL,3825,CRJ E75 E70,Other
AA,24,DCA,3520,BGR,3463,CRJ E70,Other
AA,24,DCA,3520,BHM,3811,CRJ,Other
AA,24,DCA,3520,BNA,3690,ERD CRJ E70,Other
AA,24,DCA,3520,BOS,3448,319 E90,A319
AA,24,DCA,3520,BTV,3711,CRJ,Other
AA,24,DCA,3520,BUF,3820,CRJ E75 E70,Other
AA,24,DCA,3520,CAE,3561,CRJ,Other
AA,24,DCA,3520,CAK,4112,CRJ,Other
AA,24,DCA,3520,CHA,3578,CRJ,Other
AA,24,DCA,3520,CHS,3806,E70 CRJ E75,Other
AA,24,DCA,3520,CLT,3876,319 320,A319
AA,24,DCA,3520,CMH,3759,CRJ E75 E70,Other
AA,24,DCA,3520,CRW,4285,DH3,Other
AA,24,DCA,3520,CVG,3488,CRJ,Other
AA,24,DCA,3520,DAY,3627,CRJ,Other
AA,24,DCA,3520,DFW,3670,738 M80,737
AA,24,DCA,3520,DSM,3729,E70 CRJ,Other
AA,24,DCA,3520,DTW,3645,CRJ E70 E75,Other
AA,24,DCA,3520,FAY,5738,DH3,Other
AA,24,DCA,3520,FLL,3533,319,A319
AA,24,DCA,3520,GSO,4008,CRJ E70 E75,Other
AA,24,DCA,3520,GSP,4034,CRJ,Other
AA,24,DCA,3520,HHH,8314,DH3,Other
AA,24,DCA,3520,HPN,3589,DH3 CRJ,Other
AA,24,DCA,3520,HSV,4113,CRJ E70,Other
AA,24,DCA,3520,ILM,3845,CRJ,Other
AA,24,DCA,3520,IND,3585,E70 E75 CRJ,Other
AA,24,DCA,3520,ISP,3857,CRJ,Other
AA,24,DCA,3520,JAN,3580,CRJ,Other
AA,24,DCA,3520,JAX,3712,CRJ E75 E70,Other
AA,24,DCA,3520,JFK,3797,738,737
AA,24,DCA,3520,LAS,3877,319,A319
AA,24,DCA,3520,LAX,3484,738,737
AA,24,DCA,3520,LGA,3697,319 E90,A319
AA,24,DCA,3520,LIT,3660,E70,Other
AA,24,DCA,3520,MCI,3458,E70 E75,Other
AA,24,DCA,3520,MCO,3878,320 319,A320
AA,24,DCA,3520,MEM,3473,CRJ,Other
AA,24,DCA,3520,MHT,4011,CRJ E75 E70,Other
AA,24,DCA,3520,MIA,3576,738,737
AA,24,DCA,3520,MSP,3858,E70 E75,Other
AA,24,DCA,3520,MSY,3861,E70 E75,Other
AA,24,DCA,3520,MYR,3515,CRJ,Other
AA,24,DCA,3520,NAS,1953,319,A319
AA,24,DCA,3520,OAJ,4386,CRJ,Other
AA,24,DCA,3520,OMA,3454,E70,Other
AA,24,DCA,3520,ORD,3830,738 M83 M80,737
AA,24,DCA,3520,ORF,3611,DH3,Other
AA,24,DCA,3520,PBI,3722,E75 E70,Other
AA,24,DCA,3520,PDX,3720,737,737
AA,24,DCA,3520,PHL,3752,319 320 DH3,A319
AA,24,DCA,3520,PHX,3462,320 757,757
AA,24,DCA,3520,PIT,3570,CRJ E75,Other
AA,24,DCA,3520,PNS,3564,CRJ,Other
AA,24,DCA,3520,PVD,3641,CRJ E75 E70,Other
AA,24,DCA,3520,PWM,3862,E75 CRJ E70,Other
AA,24,DCA,3520,RDU,3626,ERD CRJ,Other
AA,24,DCA,3520,ROC,3622,E70 CRJ,Other
AA,24,DCA,3520,RSW,3793,E75 E70,Other
AA,24,DCA,3520,SAN,3731,319,A319
AA,24,DCA,3520,SAV,3613,CRJ,Other
AA,24,DCA,3520,SDF,4014,CRJ E75,Other
AA,24,DCA,3520,SRQ,4067,CRJ,Other
AA,24,DCA,3520,STL,3678,CR7,Other
AA,24,DCA,3520,SYR,3745,E70 CRJ E75,Other
AA,24,DCA,3520,TLH,3698,CRJ,Other
AA,24,DCA,3520,TPA,3646,319,A319
AA,24,DCA,3520,TYS,3676,CRJ,Other
AA,24,DCA,3520,VPS,3873,CRJ,Other
AA,24,DCA,3520,YHZ,73,CRJ,Other
AA,24,DCA,3520,YUL,146,CRJ,Other
AA,24,DCA,3520,YYZ,193,CRJ,Other
AA,24,DEL,3093,LHR,507,777,777
AA,24,DEN,3751,CLT,3876,321 320,A321
AA,24,DEN,3751,DFW,3670,738 M83 M80,737
AA,24,DEN,3751,LAX,3484,CR7,Other
AA,24,DEN,3751,LHR,507,777,777
AA,24,DEN,3751,MIA,3576,738,737
AA,24,DEN,3751,ORD,3830,M80 M83,Other
AA,24,DEN,3751,PHL,3752,320 321,A320
AA,24,DEN,3751,PHX,3462,320 321,A320
AA,24,DEN,3751,SEA,3577,737,737
AA,24,DFW,3670,ABI,3718,ERD CRJ ER4,Other
AA,24,DFW,3670,ABQ,4019,M80 M83,Other
AA,24,DFW,3670,ACT,3700,ER4 ERD,Other
AA,24,DFW,3670,AEX,3852,CRJ ER4 ERD,Other
AA,24,DFW,3670,AGU,1785,ER4,Other
AA,24,DFW,3670,AMA,3840,ER4 CRJ ERD,Other
AA,24,DFW,3670,ATL,3682,M83 M80 319,Other
AA,24,DFW,3670,AUS,3673,M80 M83 738,Other
AA,24,DFW,3670,BDL,3825,738,737
AA,24,DFW,3670,BHM,3811,M80 M83,Other
AA,24,DFW,3670,BJX,1815,319,A319
AA,24,DFW,3670,BMI,4037,ER4,Other
AA,24,DFW,3670,BNA,3690,738 M80 M83,737
AA,24,DFW,3670,BNE,3320,744,747
